"","pkg","dataset","varname","grouping","nlev","type","error"
"411","coin","alzheimer","gender:Male","smoking",4,"prop","ok"
"412","coin","alzheimer","smoking:None","disease",3,"prop","ok"
"413","coin","alzheimer","smoking:<10","disease",3,"prop","ok"
"414","coin","alzheimer","smoking:10-20","disease",3,"prop","ok"
"415","coin","alzheimer","smoking:>20","disease",3,"prop","ok"
"416","coin","alzheimer","gender:Female","disease",3,"prop","ok"
"417","coin","alzheimer","gender:Male","disease",3,"prop","ok"
"418","coin","photocar","ntumor","group",3,"t pool.sd","ok"
"419","coin","photocar","ntumor","group",3,"t !pool.sd","ok"
"420","coin","photocar","ntumor","group",3,"wilcox","ok"
"421","coin","photocar","ntumor","group",3,"tukey","ok"
"422","coin","photocar","time","group",3,"t pool.sd","ok"
"423","coin","photocar","time","group",3,"t !pool.sd","ok"
"424","coin","photocar","time","group",3,"wilcox","ok"
"425","coin","photocar","time","group",3,"tukey","ok"
"426","coin","photocar","dmin","group",3,"t pool.sd","ok"
"427","coin","photocar","dmin","group",3,"t !pool.sd","ok"
"428","coin","photocar","dmin","group",3,"wilcox","ok"
"429","coin","photocar","dmin","group",3,"tukey","ok"
"430","coin","photocar","event:FALSE","group",3,"prop","ok"
"431","coin","photocar","event:TRUE","group",3,"prop","ok"
"432","coin","photocar","tumor:FALSE","group",3,"prop","ok"
"433","coin","photocar","tumor:TRUE","group",3,"prop","ok"
"434","coin","treepipit","counts","age",4,"t pool.sd","ok"
"435","coin","treepipit","counts","age",4,"t !pool.sd","ok"
"436","coin","treepipit","counts","age",4,"wilcox","ok"
"437","coin","treepipit","counts","age",4,"tukey","ok"
"438","coin","treepipit","coverstorey","age",4,"t pool.sd","ok"
"439","coin","treepipit","coverstorey","age",4,"t !pool.sd","ok"
"440","coin","treepipit","coverstorey","age",4,"wilcox","ok"
"441","coin","treepipit","coverstorey","age",4,"tukey","ok"
"442","coin","treepipit","coverregen","age",4,"t pool.sd","ok"
"443","coin","treepipit","coverregen","age",4,"t !pool.sd","ok"
"444","coin","treepipit","coverregen","age",4,"wilcox","ok"
"445","coin","treepipit","coverregen","age",4,"tukey","ok"
"446","coin","treepipit","meanregen","age",4,"t pool.sd","ok"
"447","coin","treepipit","meanregen","age",4,"t !pool.sd","ok"
"448","coin","treepipit","meanregen","age",4,"wilcox","ok"
"449","coin","treepipit","meanregen","age",4,"tukey","ok"
"450","coin","treepipit","coniferous","age",4,"t pool.sd","ok"
"451","coin","treepipit","coniferous","age",4,"t !pool.sd","ok"
"452","coin","treepipit","coniferous","age",4,"wilcox","ok"
"453","coin","treepipit","coniferous","age",4,"tukey","ok"
"454","coin","treepipit","deadtree","age",4,"t pool.sd","ok"
"455","coin","treepipit","deadtree","age",4,"t !pool.sd","ok"
"456","coin","treepipit","deadtree","age",4,"wilcox","ok"
"457","coin","treepipit","deadtree","age",4,"tukey","ok"
"458","coin","treepipit","cbpiles","age",4,"t pool.sd","ok"
"459","coin","treepipit","cbpiles","age",4,"t !pool.sd","ok"
"460","coin","treepipit","cbpiles","age",4,"wilcox","ok"
"461","coin","treepipit","cbpiles","age",4,"tukey","ok"
"462","coin","treepipit","ivytree","age",4,"t pool.sd","ok"
"463","coin","treepipit","ivytree","age",4,"t !pool.sd","ok"
"464","coin","treepipit","ivytree","age",4,"wilcox","ok"
"465","coin","treepipit","ivytree","age",4,"tukey","ok"
"466","coin","treepipit","fdist","age",4,"t pool.sd","ok"
"467","coin","treepipit","fdist","age",4,"t !pool.sd","ok"
"468","coin","treepipit","fdist","age",4,"wilcox","ok"
"469","coin","treepipit","fdist","age",4,"tukey","ok"
"470","coin","treepipit","deadtree:0","age",4,"prop","ok"
"471","coin","treepipit","deadtree:1","age",4,"prop","ok"
"472","coin","treepipit","deadtree:2","age",4,"prop","ok"
"473","coin","treepipit","deadtree:3","age",4,"prop","ok"
"474","rpart","solder","Panel","Opening",3,"t pool.sd","ok"
"475","rpart","solder","Panel","Opening",3,"t !pool.sd","ok"
"476","rpart","solder","Panel","Opening",3,"wilcox","ok"
"477","rpart","solder","Panel","Opening",3,"tukey","ok"
"478","rpart","solder","skips","Opening",3,"t pool.sd","ok"
"479","rpart","solder","skips","Opening",3,"t !pool.sd","ok"
"480","rpart","solder","skips","Opening",3,"wilcox","ok"
"481","rpart","solder","skips","Opening",3,"tukey","ok"
"482","rpart","solder","Solder:Thick","Opening",3,"prop","ok"
"483","rpart","solder","Solder:Thin","Opening",3,"prop","ok"
"484","rpart","solder","Mask:A1.5","Opening",3,"prop","ok"
"485","rpart","solder","Mask:A3","Opening",3,"prop","ok"
"486","rpart","solder","Mask:B3","Opening",3,"prop","ok"
"487","rpart","solder","Mask:B6","Opening",3,"prop","ok"
"488","rpart","solder","Panel:1","Opening",3,"prop","ok"
"489","rpart","solder","Panel:2","Opening",3,"prop","ok"
"490","rpart","solder","Panel:3","Opening",3,"prop","ok"
"491","rpart","solder","Panel","Mask",4,"t pool.sd","ok"
"492","rpart","solder","Panel","Mask",4,"t !pool.sd","ok"
"493","rpart","solder","Panel","Mask",4,"wilcox","ok"
"494","rpart","solder","Panel","Mask",4,"tukey","ok"
"495","rpart","solder","skips","Mask",4,"t pool.sd","ok"
"496","rpart","solder","skips","Mask",4,"t !pool.sd","ok"
"497","rpart","solder","skips","Mask",4,"wilcox","ok"
"498","rpart","solder","skips","Mask",4,"tukey","ok"
"499","rpart","solder","Opening:L","Mask",4,"prop","ok"
"500","rpart","solder","Opening:M","Mask",4,"prop","ok"
"501","rpart","solder","Opening:S","Mask",4,"prop","ok"
"502","rpart","solder","Solder:Thick","Mask",4,"prop","ok"
"503","rpart","solder","Solder:Thin","Mask",4,"prop","ok"
"504","rpart","solder","Panel:1","Mask",4,"prop","ok"
"505","rpart","solder","Panel:2","Mask",4,"prop","ok"
"506","rpart","solder","Panel:3","Mask",4,"prop","ok"
"507","rpart","solder","Panel","PadType",10,"t pool.sd","ok"
"508","rpart","solder","Panel","PadType",10,"t !pool.sd","ok"
"509","rpart","solder","Panel","PadType",10,"wilcox","ok"
"510","rpart","solder","Panel","PadType",10,"tukey","ok"
"511","rpart","solder","skips","PadType",10,"t pool.sd","ok"
"512","rpart","solder","skips","PadType",10,"t !pool.sd","ok"
"513","rpart","solder","skips","PadType",10,"wilcox","ok"
"514","rpart","solder","skips","PadType",10,"tukey","ok"
"515","rpart","solder","Opening:L","PadType",10,"prop","ok"
"516","rpart","solder","Opening:M","PadType",10,"prop","ok"
"517","rpart","solder","Opening:S","PadType",10,"prop","ok"
"518","rpart","solder","Solder:Thick","PadType",10,"prop","ok"
"519","rpart","solder","Solder:Thin","PadType",10,"prop","ok"
"520","rpart","solder","Mask:A1.5","PadType",10,"prop","ok"
"521","rpart","solder","Mask:A3","PadType",10,"prop","ok"
"522","rpart","solder","Mask:B3","PadType",10,"prop","ok"
"523","rpart","solder","Mask:B6","PadType",10,"prop","ok"
"524","rpart","solder","Panel:1","PadType",10,"prop","ok"
"525","rpart","solder","Panel:2","PadType",10,"prop","ok"
"526","rpart","solder","Panel:3","PadType",10,"prop","ok"
"527","rpart","solder","skips","Panel",3,"t pool.sd","ok"
"528","rpart","solder","skips","Panel",3,"t !pool.sd","ok"
"529","rpart","solder","skips","Panel",3,"wilcox","ok"
"530","rpart","solder","skips","Panel",3,"tukey","ok"
"531","rpart","solder","Opening:L","Panel",3,"prop","ok"
"532","rpart","solder","Opening:M","Panel",3,"prop","ok"
"533","rpart","solder","Opening:S","Panel",3,"prop","ok"
"534","rpart","solder","Solder:Thick","Panel",3,"prop","ok"
"535","rpart","solder","Solder:Thin","Panel",3,"prop","ok"
"536","rpart","solder","Mask:A1.5","Panel",3,"prop","ok"
"537","rpart","solder","Mask:A3","Panel",3,"prop","ok"
"538","rpart","solder","Mask:B3","Panel",3,"prop","ok"
"539","rpart","solder","Mask:B6","Panel",3,"prop","ok"
"540","rpart","stagec","pgtime","ploidy",3,"t pool.sd","ok"
"541","rpart","stagec","pgtime","ploidy",3,"t !pool.sd","ok"
"542","rpart","stagec","pgtime","ploidy",3,"wilcox","ok"
"543","rpart","stagec","pgtime","ploidy",3,"tukey","ok"
"544","rpart","stagec","pgstat","ploidy",3,"t pool.sd","ok"
"545","rpart","stagec","pgstat","ploidy",3,"t !pool.sd","ok"
"546","rpart","stagec","pgstat","ploidy",3,"wilcox","ok"
"547","rpart","stagec","pgstat","ploidy",3,"tukey","ok"
"548","rpart","stagec","age","ploidy",3,"t pool.sd","ok"
"549","rpart","stagec","age","ploidy",3,"t !pool.sd","ok"
"550","rpart","stagec","age","ploidy",3,"wilcox","ok"
"551","rpart","stagec","age","ploidy",3,"tukey","ok"
"552","rpart","stagec","eet","ploidy",3,"t pool.sd","ok"
"553","rpart","stagec","eet","ploidy",3,"t !pool.sd","ok"
"554","rpart","stagec","eet","ploidy",3,"wilcox","ok"
"555","rpart","stagec","eet","ploidy",3,"tukey","ok"
"556","rpart","stagec","g2","ploidy",3,"t pool.sd","ok"
"557","rpart","stagec","g2","ploidy",3,"t !pool.sd","ok"
"558","rpart","stagec","g2","ploidy",3,"wilcox","ok"
"559","rpart","stagec","g2","ploidy",3,"tukey","ok"
"560","rpart","stagec","grade","ploidy",3,"t pool.sd","ok"
"561","rpart","stagec","grade","ploidy",3,"t !pool.sd","ok"
"562","rpart","stagec","grade","ploidy",3,"wilcox","ok"
"563","rpart","stagec","grade","ploidy",3,"tukey","ok"
"564","rpart","stagec","gleason","ploidy",3,"t pool.sd","ok"
"565","rpart","stagec","gleason","ploidy",3,"t !pool.sd","ok"
"566","rpart","stagec","gleason","ploidy",3,"wilcox","ok"
"567","rpart","stagec","gleason","ploidy",3,"tukey","ok"
"568","rpart","stagec","pgstat:0","ploidy",3,"prop","ok"
"569","rpart","stagec","pgstat:1","ploidy",3,"prop","ok"
"570","rpart","stagec","eet:1","ploidy",3,"prop","ok"
"571","rpart","stagec","eet:2","ploidy",3,"prop","ok"
"572","rpart","stagec","grade:1","ploidy",3,"prop","ok"
"573","rpart","stagec","grade:2","ploidy",3,"prop","ok"
"574","rpart","stagec","grade:3","ploidy",3,"prop","ok"
"575","rpart","stagec","grade:4","ploidy",3,"prop","ok"
"576","reshape2","french_fries","rep","time",10,"t pool.sd","ok"
"577","reshape2","french_fries","rep","time",10,"t !pool.sd","ok"
"578","reshape2","french_fries","rep","time",10,"wilcox","ok"
"579","reshape2","french_fries","rep","time",10,"tukey","ok"
"580","reshape2","french_fries","potato","time",10,"t pool.sd","ok"
"581","reshape2","french_fries","potato","time",10,"t !pool.sd","ok"
"582","reshape2","french_fries","potato","time",10,"wilcox","ok"
"583","reshape2","french_fries","potato","time",10,"tukey","ok"
"584","reshape2","french_fries","buttery","time",10,"t pool.sd","ok"
"585","reshape2","french_fries","buttery","time",10,"t !pool.sd","ok"
"586","reshape2","french_fries","buttery","time",10,"wilcox","ok"
"587","reshape2","french_fries","buttery","time",10,"tukey","ok"
"588","reshape2","french_fries","grassy","time",10,"t pool.sd","ok"
"589","reshape2","french_fries","grassy","time",10,"t !pool.sd","ok"
"590","reshape2","french_fries","grassy","time",10,"wilcox","ok"
"591","reshape2","french_fries","grassy","time",10,"tukey","ok"
"592","reshape2","french_fries","rancid","time",10,"t pool.sd","ok"
"593","reshape2","french_fries","rancid","time",10,"t !pool.sd","ok"
"594","reshape2","french_fries","rancid","time",10,"wilcox","ok"
"595","reshape2","french_fries","rancid","time",10,"tukey","ok"
"596","reshape2","french_fries","painty","time",10,"t pool.sd","ok"
"597","reshape2","french_fries","painty","time",10,"t !pool.sd","ok"
"598","reshape2","french_fries","painty","time",10,"wilcox","ok"
"599","reshape2","french_fries","painty","time",10,"tukey","ok"
"600","reshape2","french_fries","treatment:1","time",10,"prop","ok"
"601","reshape2","french_fries","treatment:2","time",10,"prop","ok"
"602","reshape2","french_fries","treatment:3","time",10,"prop","ok"
"603","reshape2","french_fries","rep:1","time",10,"prop","ok"
"604","reshape2","french_fries","rep:2","time",10,"prop","ok"
"605","reshape2","french_fries","rep","treatment",3,"t pool.sd","ok"
"606","reshape2","french_fries","rep","treatment",3,"t !pool.sd","ok"
"607","reshape2","french_fries","rep","treatment",3,"wilcox","ok"
"608","reshape2","french_fries","rep","treatment",3,"tukey","ok"
"609","reshape2","french_fries","potato","treatment",3,"t pool.sd","ok"
"610","reshape2","french_fries","potato","treatment",3,"t !pool.sd","ok"
"611","reshape2","french_fries","potato","treatment",3,"wilcox","ok"
"612","reshape2","french_fries","potato","treatment",3,"tukey","ok"
"613","reshape2","french_fries","buttery","treatment",3,"t pool.sd","ok"
"614","reshape2","french_fries","buttery","treatment",3,"t !pool.sd","ok"
"615","reshape2","french_fries","buttery","treatment",3,"wilcox","ok"
"616","reshape2","french_fries","buttery","treatment",3,"tukey","ok"
"617","reshape2","french_fries","grassy","treatment",3,"t pool.sd","ok"
"618","reshape2","french_fries","grassy","treatment",3,"t !pool.sd","ok"
"619","reshape2","french_fries","grassy","treatment",3,"wilcox","ok"
"620","reshape2","french_fries","grassy","treatment",3,"tukey","ok"
"621","reshape2","french_fries","rancid","treatment",3,"t pool.sd","ok"
"622","reshape2","french_fries","rancid","treatment",3,"t !pool.sd","ok"
"623","reshape2","french_fries","rancid","treatment",3,"wilcox","ok"
"624","reshape2","french_fries","rancid","treatment",3,"tukey","ok"
"625","reshape2","french_fries","painty","treatment",3,"t pool.sd","ok"
"626","reshape2","french_fries","painty","treatment",3,"t !pool.sd","ok"
"627","reshape2","french_fries","painty","treatment",3,"wilcox","ok"
"628","reshape2","french_fries","painty","treatment",3,"tukey","ok"
"629","reshape2","french_fries","rep:1","treatment",3,"prop","ok"
"630","reshape2","french_fries","rep:2","treatment",3,"prop","ok"
"631","reshape2","french_fries","rep","subject",12,"t pool.sd","ok"
"632","reshape2","french_fries","rep","subject",12,"t !pool.sd","ok"
"633","reshape2","french_fries","rep","subject",12,"wilcox","ok"
"634","reshape2","french_fries","rep","subject",12,"tukey","ok"
"635","reshape2","french_fries","potato","subject",12,"t pool.sd","ok"
"636","reshape2","french_fries","potato","subject",12,"t !pool.sd","ok"
"637","reshape2","french_fries","potato","subject",12,"wilcox","ok"
"638","reshape2","french_fries","potato","subject",12,"tukey","ok"
"639","reshape2","french_fries","buttery","subject",12,"t pool.sd","ok"
"640","reshape2","french_fries","buttery","subject",12,"t !pool.sd","ok"
"641","reshape2","french_fries","buttery","subject",12,"wilcox","ok"
"642","reshape2","french_fries","buttery","subject",12,"tukey","ok"
"643","reshape2","french_fries","grassy","subject",12,"t pool.sd","ok"
"644","reshape2","french_fries","grassy","subject",12,"t !pool.sd","ok"
"645","reshape2","french_fries","grassy","subject",12,"wilcox","ok"
"646","reshape2","french_fries","grassy","subject",12,"tukey","ok"
"647","reshape2","french_fries","rancid","subject",12,"t pool.sd","ok"
"648","reshape2","french_fries","rancid","subject",12,"t !pool.sd","ok"
"649","reshape2","french_fries","rancid","subject",12,"wilcox","ok"
"650","reshape2","french_fries","rancid","subject",12,"tukey","ok"
"651","reshape2","french_fries","painty","subject",12,"t pool.sd","ok"
"652","reshape2","french_fries","painty","subject",12,"t !pool.sd","ok"
"653","reshape2","french_fries","painty","subject",12,"wilcox","ok"
"654","reshape2","french_fries","painty","subject",12,"tukey","ok"
"655","reshape2","french_fries","treatment:1","subject",12,"prop","ok"
"656","reshape2","french_fries","treatment:2","subject",12,"prop","ok"
"657","reshape2","french_fries","treatment:3","subject",12,"prop","ok"
"658","reshape2","french_fries","rep:1","subject",12,"prop","ok"
"659","reshape2","french_fries","rep:2","subject",12,"prop","ok"
"660","reshape2","tips","total_bill","day",4,"t pool.sd","ok"
"661","reshape2","tips","total_bill","day",4,"t !pool.sd","ok"
"662","reshape2","tips","total_bill","day",4,"wilcox","ok"
"663","reshape2","tips","total_bill","day",4,"tukey","ok"
"664","reshape2","tips","tip","day",4,"t pool.sd","ok"
"665","reshape2","tips","tip","day",4,"t !pool.sd","ok"
"666","reshape2","tips","tip","day",4,"wilcox","ok"
"667","reshape2","tips","tip","day",4,"tukey","ok"
"668","reshape2","tips","size","day",4,"t pool.sd","ok"
"669","reshape2","tips","size","day",4,"t !pool.sd","ok"
"670","reshape2","tips","size","day",4,"wilcox","ok"
"671","reshape2","tips","size","day",4,"tukey","ok"
"672","reshape2","tips","sex:Female","day",4,"prop","ok"
"673","reshape2","tips","sex:Male","day",4,"prop","ok"
"674","reshape2","tips","smoker:No","day",4,"prop","ok"
"675","reshape2","tips","smoker:Yes","day",4,"prop","ok"
"676","reshape2","tips","time:Dinner","day",4,"prop","ok"
"677","reshape2","tips","time:Lunch","day",4,"prop","ok"
"678","lattice","barley","yield","variety",10,"t pool.sd","ok"
"679","lattice","barley","yield","variety",10,"t !pool.sd","ok"
"680","lattice","barley","yield","variety",10,"wilcox","ok"
"681","lattice","barley","yield","variety",10,"tukey","ok"
"682","lattice","barley","year:1932","variety",10,"prop","ok"
"683","lattice","barley","year:1931","variety",10,"prop","ok"
"684","lattice","barley","yield","site",6,"t pool.sd","ok"
"685","lattice","barley","yield","site",6,"t !pool.sd","ok"
"686","lattice","barley","yield","site",6,"wilcox","ok"
"687","lattice","barley","yield","site",6,"tukey","ok"
"688","lattice","barley","year:1932","site",6,"prop","ok"
"689","lattice","barley","year:1931","site",6,"prop","ok"
"690","lattice","ethanol","NOx","C",5,"t pool.sd","ok"
"691","lattice","ethanol","NOx","C",5,"t !pool.sd","ok"
"692","lattice","ethanol","NOx","C",5,"wilcox","ok"
"693","lattice","ethanol","NOx","C",5,"tukey","ok"
"694","lattice","ethanol","E","C",5,"t pool.sd","ok"
"695","lattice","ethanol","E","C",5,"t !pool.sd","ok"
"696","lattice","ethanol","E","C",5,"wilcox","ok"
"697","lattice","ethanol","E","C",5,"tukey","ok"
"698","lattice","singer","height","voice.part",8,"t pool.sd","ok"
"699","lattice","singer","height","voice.part",8,"t !pool.sd","ok"
"700","lattice","singer","height","voice.part",8,"wilcox","ok"
"701","lattice","singer","height","voice.part",8,"tukey","ok"
"702","cluster","plantTraits","pdias","vegsout",3,"t pool.sd","ok"
"703","cluster","plantTraits","pdias","vegsout",3,"t !pool.sd","ok"
"704","cluster","plantTraits","pdias","vegsout",3,"wilcox","ok"
"705","cluster","plantTraits","pdias","vegsout",3,"tukey","ok"
"706","cluster","plantTraits","longindex","vegsout",3,"t pool.sd","ok"
"707","cluster","plantTraits","longindex","vegsout",3,"t !pool.sd","ok"
"708","cluster","plantTraits","longindex","vegsout",3,"wilcox","ok"
"709","cluster","plantTraits","longindex","vegsout",3,"tukey","ok"
"710","cluster","plantTraits","durflow","vegsout",3,"t pool.sd","ok"
"711","cluster","plantTraits","durflow","vegsout",3,"t !pool.sd","ok"
"712","cluster","plantTraits","durflow","vegsout",3,"wilcox","ok"
"713","cluster","plantTraits","durflow","vegsout",3,"tukey","ok"
"714","cluster","plantTraits","mycor:0","vegsout",3,"prop","ok"
"715","cluster","plantTraits","mycor:1","vegsout",3,"prop","ok"
"716","cluster","plantTraits","mycor:2","vegsout",3,"prop","ok"
